ts,venue,symbol,bps_per_hour
2026-07-09T14:00:00Z,HL,ARB,0.125
2026-07-09T15:00:00Z,HL,ARB,0.125
2026-07-09T16:00:00Z,HL,ARB,0.125
2026-07-09T17:00:00Z,HL,ARB,0.125
2026-07-09T18:00:00Z,HL,ARB,0.125
2026-07-09T19:00:00Z,HL,ARB,0.125
2026-07-09T20:00:00Z,HL,ARB,0.125
2026-07-09T21:00:00Z,HL,ARB,0.125
2026-07-09T22:00:00Z,HL,ARB,0.125
2026-07-09T23:00:00Z,HL,ARB,0.125
2026-07-10T00:00:00Z,HL,ARB,0.125
2026-07-10T01:00:00Z,HL,ARB,0.106932
2026-07-10T02:00:00Z,HL,ARB,0.125
2026-07-10T03:00:00Z,HL,ARB,0.125
2026-07-10T04:00:00Z,HL,ARB,0.125
2026-07-10T05:00:00Z,HL,ARB,0.125
2026-07-10T06:00:00Z,HL,ARB,0.125
2026-07-10T07:00:00Z,HL,ARB,0.125
2026-07-10T08:00:00Z,HL,ARB,0.125
2026-07-10T09:00:00Z,HL,ARB,0.125
2026-07-10T10:00:00Z,HL,ARB,0.125
2026-07-10T11:00:00Z,HL,ARB,0.125
2026-07-10T12:00:00Z,HL,ARB,0.125
2026-07-10T13:00:00Z,HL,ARB,0.125
2026-07-10T14:00:00Z,HL,ARB,0.125
2026-07-10T15:00:00Z,HL,ARB,0.125
2026-07-10T16:00:00Z,HL,ARB,0.125
2026-07-10T17:00:00Z,HL,ARB,0.125
2026-07-10T18:00:00Z,HL,ARB,0.125
2026-07-10T19:00:00Z,HL,ARB,0.125
2026-07-10T20:00:00Z,HL,ARB,0.125
2026-07-10T21:00:00Z,HL,ARB,0.125
2026-07-10T22:00:00Z,HL,ARB,0.125
2026-07-10T23:00:00Z,HL,ARB,0.125
2026-07-11T00:00:00Z,HL,ARB,0.125
2026-07-11T01:00:00Z,HL,ARB,0.125
2026-07-11T02:00:00Z,HL,ARB,0.026841
2026-07-11T03:00:00Z,HL,ARB,-0.049915
2026-07-11T04:00:00Z,HL,ARB,-0.041244
2026-07-11T05:00:00Z,HL,ARB,-0.025646
2026-07-11T06:00:00Z,HL,ARB,0.08278
2026-07-11T07:00:00Z,HL,ARB,0.125
2026-07-11T08:00:00Z,HL,ARB,0.125
2026-07-11T09:00:00Z,HL,ARB,0.125
2026-07-11T10:00:00Z,HL,ARB,0.125
2026-07-11T11:00:00Z,HL,ARB,0.125
2026-07-11T12:00:00Z,HL,ARB,0.125
2026-07-11T13:00:00Z,HL,ARB,0.125
2026-07-11T14:00:00Z,HL,ARB,0.125
2026-07-11T15:00:00Z,HL,ARB,0.125
2026-07-11T16:00:00Z,HL,ARB,0.125
2026-07-11T17:00:00Z,HL,ARB,0.125
2026-07-11T18:00:00Z,HL,ARB,0.125
2026-07-11T19:00:00Z,HL,ARB,0.125
2026-07-11T20:00:00Z,HL,ARB,0.125
2026-07-11T21:00:00Z,HL,ARB,0.125
2026-07-11T22:00:00Z,HL,ARB,0.125
2026-07-11T23:00:00Z,HL,ARB,0.125
2026-07-12T00:00:00Z,HL,ARB,0.125
2026-07-12T01:00:00Z,HL,ARB,0.125
2026-07-12T02:00:00Z,HL,ARB,0.125
2026-07-12T03:00:00Z,HL,ARB,0.125
2026-07-12T04:00:00Z,HL,ARB,0.125
2026-07-12T05:00:00Z,HL,ARB,0.125
2026-07-12T06:00:00Z,HL,ARB,0.125
2026-07-12T07:00:00Z,HL,ARB,0.125
2026-07-12T08:00:00Z,HL,ARB,0.125
2026-07-12T09:00:00Z,HL,ARB,0.125
2026-07-12T10:00:00Z,HL,ARB,0.125
2026-07-12T11:00:00Z,HL,ARB,0.125
2026-07-12T12:00:00Z,HL,ARB,0.125
2026-07-12T13:00:00Z,HL,ARB,0.125
2026-07-12T14:00:00Z,HL,ARB,0.125
2026-07-12T15:00:00Z,HL,ARB,0.125
2026-07-12T16:00:00Z,HL,ARB,0.125
2026-07-12T17:00:00Z,HL,ARB,0.125
2026-07-12T18:00:00Z,HL,ARB,0.125
2026-07-12T19:00:00Z,HL,ARB,0.125
2026-07-12T20:00:00Z,HL,ARB,0.125
2026-07-12T21:00:00Z,HL,ARB,0.125
2026-07-12T22:00:00Z,HL,ARB,0.125
2026-07-12T23:00:00Z,HL,ARB,0.125
2026-07-13T00:00:00Z,HL,ARB,0.125
2026-07-13T01:00:00Z,HL,ARB,0.125
2026-07-13T02:00:00Z,HL,ARB,0.125
2026-07-13T03:00:00Z,HL,ARB,0.125
2026-07-13T04:00:00Z,HL,ARB,0.125
2026-07-13T05:00:00Z,HL,ARB,0.125
2026-07-13T06:00:00Z,HL,ARB,0.125
2026-07-13T07:00:00Z,HL,ARB,0.125
2026-07-13T08:00:00Z,HL,ARB,0.125
2026-07-13T09:00:00Z,HL,ARB,0.125
2026-07-13T10:00:00Z,HL,ARB,0.125
2026-07-13T11:00:00Z,HL,ARB,0.125
2026-07-13T12:00:00Z,HL,ARB,0.125
2026-07-13T13:00:00Z,HL,ARB,0.125
2026-07-13T14:00:00Z,HL,ARB,0.125
2026-07-13T15:00:00Z,HL,ARB,0.125
2026-07-13T16:00:00Z,HL,ARB,0.125
2026-07-13T17:00:00Z,HL,ARB,0.012163
2026-07-13T18:00:00Z,HL,ARB,-0.013287
2026-07-13T19:00:00Z,HL,ARB,-0.039838
2026-07-13T20:00:00Z,HL,ARB,0.039578
2026-07-13T21:00:00Z,HL,ARB,-0.148437
2026-07-13T22:00:00Z,HL,ARB,-0.214206
2026-07-13T23:00:00Z,HL,ARB,0.120897
2026-07-14T00:00:00Z,HL,ARB,0.059536
2026-07-14T01:00:00Z,HL,ARB,-0.015494
2026-07-14T02:00:00Z,HL,ARB,-0.020555
2026-07-14T03:00:00Z,HL,ARB,-0.046287
2026-07-14T04:00:00Z,HL,ARB,0.006657
2026-07-14T05:00:00Z,HL,ARB,0.069706
2026-07-14T06:00:00Z,HL,ARB,0.125
2026-07-14T07:00:00Z,HL,ARB,0.125
2026-07-14T08:00:00Z,HL,ARB,0.125
2026-07-14T09:00:00Z,HL,ARB,0.125
2026-07-14T10:00:00Z,HL,ARB,0.125
2026-07-14T11:00:00Z,HL,ARB,0.085658
2026-07-14T12:00:00Z,HL,ARB,0.125
2026-07-14T13:00:00Z,HL,ARB,0.125
2026-07-14T14:00:00Z,HL,ARB,0.125
2026-07-14T15:00:00Z,HL,ARB,0.125
2026-07-14T16:00:00Z,HL,ARB,0.125
2026-07-14T17:00:00Z,HL,ARB,0.125
2026-07-14T18:00:00Z,HL,ARB,0.125
2026-07-14T19:00:00Z,HL,ARB,0.125
2026-07-14T20:00:00Z,HL,ARB,0.125
2026-07-14T21:00:00Z,HL,ARB,-0.081629
2026-07-14T22:00:00Z,HL,ARB,0.120889
2026-07-14T23:00:00Z,HL,ARB,0.125
2026-07-15T00:00:00Z,HL,ARB,0.125
2026-07-15T01:00:00Z,HL,ARB,0.125
2026-07-15T02:00:00Z,HL,ARB,0.125
2026-07-15T03:00:00Z,HL,ARB,-0.013582
2026-07-15T04:00:00Z,HL,ARB,0.059726
2026-07-15T05:00:00Z,HL,ARB,-0.119993
2026-07-15T06:00:00Z,HL,ARB,0.097071
2026-07-15T07:00:00Z,HL,ARB,0.125
2026-07-15T08:00:00Z,HL,ARB,0.094339
2026-07-15T09:00:00Z,HL,ARB,0.052199
2026-07-15T10:00:00Z,HL,ARB,0.030801
2026-07-15T11:00:00Z,HL,ARB,0.125
2026-07-15T12:00:00Z,HL,ARB,0.125
2026-07-15T13:00:00Z,HL,ARB,0.125
2026-07-15T14:00:00Z,HL,ARB,0.125
2026-07-15T15:00:00Z,HL,ARB,0.125
2026-07-15T16:00:00Z,HL,ARB,-0.057223
2026-07-15T17:00:00Z,HL,ARB,-0.266052
2026-07-15T18:00:00Z,HL,ARB,-0.215323
2026-07-15T19:00:00Z,HL,ARB,0.036654
2026-07-15T20:00:00Z,HL,ARB,-0.183145
2026-07-15T21:00:00Z,HL,ARB,-0.106955
2026-07-15T22:00:00Z,HL,ARB,-0.137682
2026-07-15T23:00:00Z,HL,ARB,0.013341
2026-07-16T00:00:00Z,HL,ARB,-0.055559
2026-07-16T01:00:00Z,HL,ARB,-0.155681
2026-07-16T02:00:00Z,HL,ARB,-0.158048
2026-07-16T03:00:00Z,HL,ARB,-0.165508
2026-07-16T04:00:00Z,HL,ARB,-0.19156
2026-07-16T05:00:00Z,HL,ARB,0.012522
2026-07-16T06:00:00Z,HL,ARB,-0.019775
2026-07-16T07:00:00Z,HL,ARB,-0.07486
2026-07-16T08:00:00Z,HL,ARB,0.095442
2026-07-16T09:00:00Z,HL,ARB,0.125
2026-07-16T10:00:00Z,HL,ARB,0.029653
2026-07-16T11:00:00Z,HL,ARB,0.05726
2026-07-16T12:00:00Z,HL,ARB,0.118987
2026-07-16T13:00:00Z,HL,ARB,0.125
2026-07-16T14:00:00Z,HL,ARB,0.125
2026-07-16T15:00:00Z,HL,ARB,0.125
2026-07-16T16:00:00Z,HL,ARB,0.125
2026-07-16T17:00:00Z,HL,ARB,0.125
2026-07-16T18:00:00Z,HL,ARB,0.125
2026-07-16T19:00:00Z,HL,ARB,0.125
2026-07-16T20:00:00Z,HL,ARB,0.109554
2026-07-16T21:00:00Z,HL,ARB,0.072457
2026-07-16T22:00:00Z,HL,ARB,-0.02151
2026-07-16T23:00:00Z,HL,ARB,-0.09069
2026-07-17T00:00:00Z,HL,ARB,-0.140146
2026-07-17T01:00:00Z,HL,ARB,0.125
2026-07-17T02:00:00Z,HL,ARB,0.125
2026-07-17T03:00:00Z,HL,ARB,0.052239
2026-07-17T04:00:00Z,HL,ARB,0.062183
2026-07-17T05:00:00Z,HL,ARB,-0.047596
2026-07-17T06:00:00Z,HL,ARB,-0.065729
2026-07-17T07:00:00Z,HL,ARB,-0.046785
2026-07-17T08:00:00Z,HL,ARB,0.039229
2026-07-17T09:00:00Z,HL,ARB,0.095464
2026-07-17T10:00:00Z,HL,ARB,0.125
2026-07-17T11:00:00Z,HL,ARB,0.125
2026-07-17T12:00:00Z,HL,ARB,0.125
2026-07-17T13:00:00Z,HL,ARB,0.125
2026-07-17T14:00:00Z,HL,ARB,0.125
2026-07-17T15:00:00Z,HL,ARB,-0.012872
2026-07-17T16:00:00Z,HL,ARB,-0.155286
2026-07-17T17:00:00Z,HL,ARB,0.070443
2026-07-17T18:00:00Z,HL,ARB,-0.021897
2026-07-17T19:00:00Z,HL,ARB,0.101002
2026-07-17T20:00:00Z,HL,ARB,0.125
2026-07-17T21:00:00Z,HL,ARB,0.125
2026-07-17T22:00:00Z,HL,ARB,0.125
2026-07-17T23:00:00Z,HL,ARB,0.109476
2026-07-18T00:00:00Z,HL,ARB,0.125
2026-07-18T01:00:00Z,HL,ARB,0.125
2026-07-18T02:00:00Z,HL,ARB,0.125
2026-07-18T03:00:00Z,HL,ARB,0.125
2026-07-18T04:00:00Z,HL,ARB,-0.051834
2026-07-18T05:00:00Z,HL,ARB,-0.060934
2026-07-18T06:00:00Z,HL,ARB,-0.043123
2026-07-18T07:00:00Z,HL,ARB,-0.062803
2026-07-18T08:00:00Z,HL,ARB,-0.196196
2026-07-18T09:00:00Z,HL,ARB,0.125
2026-07-18T10:00:00Z,HL,ARB,0.062298
2026-07-18T11:00:00Z,HL,ARB,3.9e-05
2026-07-18T12:00:00Z,HL,ARB,0.008481
2026-07-18T13:00:00Z,HL,ARB,0.100512
2026-07-18T14:00:00Z,HL,ARB,0.123642
2026-07-18T15:00:00Z,HL,ARB,-0.108541
2026-07-18T16:00:00Z,HL,ARB,-0.052202
2026-07-18T17:00:00Z,HL,ARB,0.125
2026-07-18T18:00:00Z,HL,ARB,0.125
2026-07-18T19:00:00Z,HL,ARB,0.089065
2026-07-18T20:00:00Z,HL,ARB,-0.141401
2026-07-18T21:00:00Z,HL,ARB,-0.067824
2026-07-18T22:00:00Z,HL,ARB,-0.030561
2026-07-18T23:00:00Z,HL,ARB,0.032538
2026-07-19T00:00:00Z,HL,ARB,-0.001531
2026-07-19T01:00:00Z,HL,ARB,0.074487
2026-07-19T02:00:00Z,HL,ARB,0.063416
2026-07-19T03:00:00Z,HL,ARB,0.030079
2026-07-19T04:00:00Z,HL,ARB,0.125
2026-07-19T05:00:00Z,HL,ARB,0.125
2026-07-19T06:00:00Z,HL,ARB,0.125
2026-07-19T07:00:00Z,HL,ARB,0.125
2026-07-19T08:00:00Z,HL,ARB,0.107119
2026-07-19T09:00:00Z,HL,ARB,0.125
2026-07-19T10:00:00Z,HL,ARB,0.125
2026-07-19T11:00:00Z,HL,ARB,0.125
2026-07-19T12:00:00Z,HL,ARB,0.125
2026-07-19T13:00:00Z,HL,ARB,0.08218
2026-07-19T14:00:00Z,HL,ARB,0.009291
2026-07-19T15:00:00Z,HL,ARB,0.125
2026-07-19T16:00:00Z,HL,ARB,0.125
2026-07-19T17:00:00Z,HL,ARB,0.125
2026-07-19T18:00:00Z,HL,ARB,0.125
2026-07-19T19:00:00Z,HL,ARB,0.111239
2026-07-19T20:00:00Z,HL,ARB,-0.007734
2026-07-19T21:00:00Z,HL,ARB,0.122633
2026-07-19T22:00:00Z,HL,ARB,0.125
2026-07-19T23:00:00Z,HL,ARB,0.125
2026-07-20T00:00:00Z,HL,ARB,0.125
2026-07-20T01:00:00Z,HL,ARB,0.125
2026-07-20T02:00:00Z,HL,ARB,0.125
2026-07-20T03:00:00Z,HL,ARB,0.125
2026-07-20T04:00:00Z,HL,ARB,0.125
2026-07-20T05:00:00Z,HL,ARB,-0.02681
2026-07-20T06:00:00Z,HL,ARB,-0.19174
2026-07-20T07:00:00Z,HL,ARB,-0.259912
2026-07-20T08:00:00Z,HL,ARB,-0.028954
2026-07-20T09:00:00Z,HL,ARB,-0.116183
2026-07-20T10:00:00Z,HL,ARB,-0.125559
2026-07-20T11:00:00Z,HL,ARB,-0.081486
2026-07-20T12:00:00Z,HL,ARB,-0.08944
2026-07-20T13:00:00Z,HL,ARB,0.032012
2026-07-20T14:00:00Z,HL,ARB,0.125
2026-07-20T15:00:00Z,HL,ARB,0.068951
2026-07-20T16:00:00Z,HL,ARB,0.125
2026-07-20T17:00:00Z,HL,ARB,0.052084
2026-07-20T18:00:00Z,HL,ARB,-0.003013
2026-07-20T19:00:00Z,HL,ARB,0.111663
2026-07-20T20:00:00Z,HL,ARB,0.071725
2026-07-20T21:00:00Z,HL,ARB,0.04892
2026-07-20T22:00:00Z,HL,ARB,0.088046
2026-07-20T23:00:00Z,HL,ARB,0.125
2026-07-21T00:00:00Z,HL,ARB,0.125
2026-07-21T01:00:00Z,HL,ARB,0.125
2026-07-21T02:00:00Z,HL,ARB,0.125
2026-07-21T03:00:00Z,HL,ARB,0.125
2026-07-21T04:00:00Z,HL,ARB,0.125
2026-07-21T05:00:00Z,HL,ARB,0.125
2026-07-21T06:00:00Z,HL,ARB,0.093703
2026-07-21T07:00:00Z,HL,ARB,0.051542
2026-07-21T08:00:00Z,HL,ARB,0.125
2026-07-21T09:00:00Z,HL,ARB,0.125
2026-07-21T10:00:00Z,HL,ARB,0.125
2026-07-21T11:00:00Z,HL,ARB,0.125
2026-07-21T12:00:00Z,HL,ARB,-0.070432
2026-07-21T13:00:00Z,HL,ARB,0.002094
2026-07-21T14:00:00Z,HL,ARB,-0.031595
2026-07-21T15:00:00Z,HL,ARB,-0.106663
2026-07-21T16:00:00Z,HL,ARB,-0.089683
2026-07-21T17:00:00Z,HL,ARB,-0.007465
2026-07-21T18:00:00Z,HL,ARB,-0.045521
2026-07-21T19:00:00Z,HL,ARB,-0.082655
2026-07-21T20:00:00Z,HL,ARB,-0.109834
2026-07-21T21:00:00Z,HL,ARB,-0.107526
2026-07-21T22:00:00Z,HL,ARB,-0.105432
2026-07-21T23:00:00Z,HL,ARB,-0.324219
2026-07-22T00:00:00Z,HL,ARB,-0.153264
2026-07-22T01:00:00Z,HL,ARB,0.125
2026-07-22T02:00:00Z,HL,ARB,0.125
2026-07-22T03:00:00Z,HL,ARB,0.125
2026-07-22T04:00:00Z,HL,ARB,0.125
2026-07-22T05:00:00Z,HL,ARB,0.125
2026-07-22T06:00:00Z,HL,ARB,0.125
2026-07-22T07:00:00Z,HL,ARB,-0.078697
2026-07-22T08:00:00Z,HL,ARB,-0.148737
2026-07-22T09:00:00Z,HL,ARB,-0.081053
2026-07-22T10:00:00Z,HL,ARB,-0.10487
2026-07-22T11:00:00Z,HL,ARB,-0.05009
2026-07-22T12:00:00Z,HL,ARB,-0.089616
2026-07-22T13:00:00Z,HL,ARB,-0.118695
2026-07-22T14:00:00Z,HL,ARB,-0.005001
2026-07-22T15:00:00Z,HL,ARB,0.041048
2026-07-22T16:00:00Z,HL,ARB,0.125
2026-07-22T17:00:00Z,HL,ARB,0.125
2026-07-22T18:00:00Z,HL,ARB,0.125
2026-07-22T19:00:00Z,HL,ARB,-0.08071
2026-07-22T20:00:00Z,HL,ARB,-0.04115
2026-07-22T21:00:00Z,HL,ARB,-0.057516
2026-07-22T22:00:00Z,HL,ARB,-0.096349
2026-07-22T23:00:00Z,HL,ARB,-0.014508
2026-07-23T00:00:00Z,HL,ARB,0.125
2026-07-23T01:00:00Z,HL,ARB,0.125
2026-07-23T02:00:00Z,HL,ARB,0.125
2026-07-23T03:00:00Z,HL,ARB,0.032527
2026-07-23T04:00:00Z,HL,ARB,-0.126533
2026-07-23T05:00:00Z,HL,ARB,-0.041943
2026-07-23T06:00:00Z,HL,ARB,0.030251
2026-07-23T07:00:00Z,HL,ARB,-0.057624
2026-07-23T08:00:00Z,HL,ARB,0.096128
2026-07-23T09:00:00Z,HL,ARB,0.105725
2026-07-23T10:00:00Z,HL,ARB,0.125
2026-07-23T11:00:00Z,HL,ARB,-0.007127
2026-07-23T12:00:00Z,HL,ARB,0.033592
2026-07-23T13:00:00Z,HL,ARB,0.094538
2026-07-23T14:00:00Z,HL,ARB,0.125
2026-07-23T15:00:00Z,HL,ARB,0.125
2026-07-23T16:00:00Z,HL,ARB,-0.119236
2026-07-23T17:00:00Z,HL,ARB,-0.073224
2026-07-23T18:00:00Z,HL,ARB,0.072412
2026-07-23T19:00:00Z,HL,ARB,-0.090352
2026-07-23T20:00:00Z,HL,ARB,-0.213522
2026-07-23T21:00:00Z,HL,ARB,0.068316
2026-07-23T22:00:00Z,HL,ARB,0.083689
2026-07-23T23:00:00Z,HL,ARB,-0.018951
2026-07-24T00:00:00Z,HL,ARB,-0.113144
2026-07-24T01:00:00Z,HL,ARB,-0.100202
2026-07-24T02:00:00Z,HL,ARB,-0.155675
2026-07-24T03:00:00Z,HL,ARB,-0.065153
2026-07-24T04:00:00Z,HL,ARB,0.04762
2026-07-24T05:00:00Z,HL,ARB,-0.051965
2026-07-24T06:00:00Z,HL,ARB,0.041433
2026-07-24T07:00:00Z,HL,ARB,0.09709
2026-07-24T08:00:00Z,HL,ARB,-0.014845
2026-07-24T09:00:00Z,HL,ARB,-0.109676
2026-07-24T10:00:00Z,HL,ARB,-0.007946
2026-07-24T11:00:00Z,HL,ARB,-0.062986
2026-07-24T12:00:00Z,HL,ARB,0.06637
2026-07-24T13:00:00Z,HL,ARB,-0.03064
2026-07-24T14:00:00Z,HL,ARB,0.125
2026-07-24T15:00:00Z,HL,ARB,0.125
2026-07-24T16:00:00Z,HL,ARB,0.078773
2026-07-24T17:00:00Z,HL,ARB,0.125
2026-07-24T18:00:00Z,HL,ARB,0.125
2026-07-24T19:00:00Z,HL,ARB,0.125
2026-07-24T20:00:00Z,HL,ARB,0.125
2026-07-24T21:00:00Z,HL,ARB,0.125
2026-07-24T22:00:00Z,HL,ARB,0.125
2026-07-24T23:00:00Z,HL,ARB,0.125
2026-07-25T00:00:00Z,HL,ARB,0.125
2026-07-25T01:00:00Z,HL,ARB,0.087626
2026-07-25T02:00:00Z,HL,ARB,0.081026
2026-07-25T03:00:00Z,HL,ARB,0.047071
2026-07-25T04:00:00Z,HL,ARB,0.032616
2026-07-25T05:00:00Z,HL,ARB,-0.027706
2026-07-25T06:00:00Z,HL,ARB,0.024362
2026-07-25T07:00:00Z,HL,ARB,-0.012624
2026-07-25T08:00:00Z,HL,ARB,0.125
2026-07-25T09:00:00Z,HL,ARB,0.116364
2026-07-25T10:00:00Z,HL,ARB,-0.009069
2026-07-25T11:00:00Z,HL,ARB,-0.015782
2026-07-25T12:00:00Z,HL,ARB,0.037478
2026-07-25T13:00:00Z,HL,ARB,0.010356
2026-07-25T14:00:00Z,HL,ARB,-0.293562
2026-07-25T15:00:00Z,HL,ARB,0.029202
2026-07-25T16:00:00Z,HL,ARB,0.125
2026-07-25T17:00:00Z,HL,ARB,0.064621
2026-07-25T18:00:00Z,HL,ARB,0.02365
2026-07-25T19:00:00Z,HL,ARB,-0.058395
2026-07-25T20:00:00Z,HL,ARB,-0.101801
2026-07-25T21:00:00Z,HL,ARB,-0.096475
2026-07-25T22:00:00Z,HL,ARB,0.010396
2026-07-25T23:00:00Z,HL,ARB,0.106169
2026-07-26T00:00:00Z,HL,ARB,-0.057444
2026-07-26T01:00:00Z,HL,ARB,0.125
2026-07-26T02:00:00Z,HL,ARB,0.125
2026-07-26T03:00:00Z,HL,ARB,0.125
2026-07-26T04:00:00Z,HL,ARB,0.125
2026-07-26T05:00:00Z,HL,ARB,0.125
2026-07-26T06:00:00Z,HL,ARB,0.125
2026-07-26T07:00:00Z,HL,ARB,0.048503
2026-07-26T08:00:00Z,HL,ARB,0.125
2026-07-26T09:00:00Z,HL,ARB,0.042714
2026-07-26T10:00:00Z,HL,ARB,-0.052462
2026-07-26T11:00:00Z,HL,ARB,0.125
2026-07-26T12:00:00Z,HL,ARB,0.125
2026-07-26T13:00:00Z,HL,ARB,0.125
2026-07-26T14:00:00Z,HL,ARB,0.125
2026-07-26T15:00:00Z,HL,ARB,0.125
2026-07-26T16:00:00Z,HL,ARB,0.125
2026-07-26T17:00:00Z,HL,ARB,0.125
2026-07-26T18:00:00Z,HL,ARB,0.125
2026-07-26T19:00:00Z,HL,ARB,0.125
2026-07-26T20:00:00Z,HL,ARB,0.125
2026-07-26T21:00:00Z,HL,ARB,0.106138
2026-07-26T22:00:00Z,HL,ARB,0.125
2026-07-26T23:00:00Z,HL,ARB,0.125
2026-07-27T00:00:00Z,HL,ARB,0.125
2026-07-27T01:00:00Z,HL,ARB,0.125
2026-07-27T02:00:00Z,HL,ARB,0.125
2026-07-27T03:00:00Z,HL,ARB,0.125
2026-07-27T04:00:00Z,HL,ARB,0.125
2026-07-27T05:00:00Z,HL,ARB,0.055087
2026-07-27T06:00:00Z,HL,ARB,-0.027574
2026-07-27T07:00:00Z,HL,ARB,0.081144
2026-07-27T08:00:00Z,HL,ARB,-0.035508
2026-07-27T09:00:00Z,HL,ARB,-0.220833
2026-07-27T10:00:00Z,HL,ARB,-0.076598
2026-07-27T11:00:00Z,HL,ARB,0.125
2026-07-27T12:00:00Z,HL,ARB,-0.052281
2026-07-27T13:00:00Z,HL,ARB,-0.08224
2026-07-27T14:00:00Z,HL,ARB,0.125
2026-07-27T15:00:00Z,HL,ARB,-0.115766
2026-07-27T16:00:00Z,HL,ARB,-0.185664
2026-07-27T17:00:00Z,HL,ARB,-0.093115
2026-07-27T18:00:00Z,HL,ARB,0.125
2026-07-27T19:00:00Z,HL,ARB,0.056907
2026-07-27T20:00:00Z,HL,ARB,0.00785
2026-07-27T21:00:00Z,HL,ARB,0.097614
2026-07-27T22:00:00Z,HL,ARB,0.081611
2026-07-27T23:00:00Z,HL,ARB,-0.009302
2026-07-28T00:00:00Z,HL,ARB,0.075378
2026-07-28T01:00:00Z,HL,ARB,0.125
2026-07-28T02:00:00Z,HL,ARB,-0.059777
2026-07-28T03:00:00Z,HL,ARB,0.03224
2026-07-28T04:00:00Z,HL,ARB,-0.026426
2026-07-28T05:00:00Z,HL,ARB,-0.011351
2026-07-28T06:00:00Z,HL,ARB,0.005825
2026-07-28T07:00:00Z,HL,ARB,-0.242119
2026-07-28T08:00:00Z,HL,ARB,-0.056257
2026-07-28T09:00:00Z,HL,ARB,-0.196121
2026-07-28T10:00:00Z,HL,ARB,-0.250893
2026-07-28T11:00:00Z,HL,ARB,-0.142337
2026-07-28T12:00:00Z,HL,ARB,0.003042
2026-07-28T13:00:00Z,HL,ARB,0.120145
2026-07-28T14:00:00Z,HL,ARB,0.016324
2026-07-28T15:00:00Z,HL,ARB,0.125
2026-07-28T16:00:00Z,HL,ARB,0.125
2026-07-28T17:00:00Z,HL,ARB,0.043941
2026-07-28T18:00:00Z,HL,ARB,0.035197
2026-07-28T19:00:00Z,HL,ARB,0.097915
2026-07-28T20:00:00Z,HL,ARB,0.125
2026-07-28T21:00:00Z,HL,ARB,0.125
2026-07-28T22:00:00Z,HL,ARB,0.125
2026-07-28T23:00:00Z,HL,ARB,0.125
2026-07-29T00:00:00Z,HL,ARB,0.071298
2026-07-29T01:00:00Z,HL,ARB,0.125
2026-07-29T02:00:00Z,HL,ARB,0.072571
2026-07-29T03:00:00Z,HL,ARB,0.028952
2026-07-29T04:00:00Z,HL,ARB,-0.067536
2026-07-29T05:00:00Z,HL,ARB,-0.12546
2026-07-29T06:00:00Z,HL,ARB,0.125
2026-07-29T07:00:00Z,HL,ARB,0.125
2026-07-29T08:00:00Z,HL,ARB,0.125
2026-07-29T09:00:00Z,HL,ARB,0.116243
2026-07-29T10:00:00Z,HL,ARB,0.125
2026-07-29T11:00:00Z,HL,ARB,0.02419
2026-07-29T12:00:00Z,HL,ARB,0.029686
2026-07-29T13:00:00Z,HL,ARB,-0.10177
2026-07-29T14:00:00Z,HL,ARB,0.047401
2026-07-29T15:00:00Z,HL,ARB,-0.010085
2026-07-29T16:00:00Z,HL,ARB,0.125
2026-07-29T17:00:00Z,HL,ARB,0.125
2026-07-29T18:00:00Z,HL,ARB,0.125
2026-07-29T19:00:00Z,HL,ARB,0.125
2026-07-29T20:00:00Z,HL,ARB,0.060381
2026-07-29T21:00:00Z,HL,ARB,-0.02405
2026-07-29T22:00:00Z,HL,ARB,-0.084808
2026-07-29T23:00:00Z,HL,ARB,0.125
2026-07-30T00:00:00Z,HL,ARB,0.125
2026-07-30T01:00:00Z,HL,ARB,0.125
2026-07-30T02:00:00Z,HL,ARB,0.125
2026-07-30T03:00:00Z,HL,ARB,0.125
2026-07-30T04:00:00Z,HL,ARB,0.125
2026-07-30T05:00:00Z,HL,ARB,0.10701
2026-07-30T06:00:00Z,HL,ARB,0.027775
2026-07-30T07:00:00Z,HL,ARB,0.002234
2026-07-30T08:00:00Z,HL,ARB,0.125
2026-07-30T09:00:00Z,HL,ARB,0.125
2026-07-30T10:00:00Z,HL,ARB,0.02085
2026-07-30T11:00:00Z,HL,ARB,0.125
2026-07-30T12:00:00Z,HL,ARB,0.06788
2026-07-30T13:00:00Z,HL,ARB,0.06545
2026-07-30T14:00:00Z,HL,ARB,0.125
2026-07-30T15:00:00Z,HL,ARB,0.125
2026-07-30T16:00:00Z,HL,ARB,0.069676
2026-07-30T17:00:00Z,HL,ARB,0.061
2026-07-30T18:00:00Z,HL,ARB,0.125
2026-07-30T19:00:00Z,HL,ARB,0.125
2026-07-30T20:00:00Z,HL,ARB,0.125
2026-07-30T21:00:00Z,HL,ARB,0.125
2026-07-30T22:00:00Z,HL,ARB,0.125
2026-07-30T23:00:00Z,HL,ARB,0.125
2026-07-31T00:00:00Z,HL,ARB,0.123176
2026-07-31T01:00:00Z,HL,ARB,0.109323
2026-07-31T02:00:00Z,HL,ARB,0.125
2026-07-31T03:00:00Z,HL,ARB,0.125
2026-07-31T04:00:00Z,HL,ARB,0.125
2026-07-31T05:00:00Z,HL,ARB,0.125
2026-07-31T06:00:00Z,HL,ARB,0.059178
2026-07-31T07:00:00Z,HL,ARB,0.040469
