ts_utc,venue,price,size,aggressor_side,trade_id,ts_event_ns,ts_init_ns
2026-09-14T08:37:15.264+00:00,HL,1556.200,0.793,BUY,610204434292127,1789374993663000064,1789375035265051800
2026-09-14T08:37:15.264+00:00,HL,1555.900,0.884,BUY,743982945575948,1789374996008000000,1789375035265051800
2026-09-14T08:37:15.264+00:00,HL,1555.900,0.242,BUY,953593047078936,1789374996008000000,1789375035265051800
2026-09-14T08:37:15.264+00:00,HL,1555.300,0.096,SELL,698813562005029,1789374999993999872,1789375035265051800
2026-09-14T08:37:15.264+00:00,HL,1555.200,0.026,BUY,185092346409289,1789375000193999872,1789375035265051800
2026-09-14T08:37:15.264+00:00,HL,1554.600,0.096,SELL,494683189812522,1789375007600000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.200,0.060,BUY,676803371156519,1789375008537999872,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.200,0.964,SELL,462912015298005,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.100,2.824,SELL,81483726359435,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.100,0.822,SELL,770477608667421,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.100,30.621,SELL,252913441449332,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.100,0.643,SELL,360276910837592,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.100,2.037,SELL,267905159499661,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.100,0.794,SELL,983192178711996,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.100,0.200,SELL,54219144706805,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.000,0.876,SELL,802228054693153,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.000,0.124,SELL,385690999960509,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.000,1.866,SELL,94668231489809,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.000,2.037,SELL,276312526981106,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.000,12.603,SELL,7757876293839,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.300,0.014,BUY,638375647712756,1789375010020000000,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.300,0.033,BUY,107968885953583,1789375011227000064,1789375035265051800
2026-09-14T08:37:15.265+00:00,HL,1555.300,0.055,BUY,417281796054066,1789375011227000064,1789375035265051800
