ts_utc,venue,price,size,aggressor_side,trade_id,ts_event_ns,ts_init_ns
2026-09-14T08:41:56.831+00:00,ENTROPY,1.33180,2.4,SELL,914660220288768,1789375019404999936,1789375316831946000
2026-09-14T08:41:56.831+00:00,ENTROPY,1.33180,9.5,SELL,877988441870228,1789375019404999936,1789375316831946000
2026-09-14T08:41:56.831+00:00,ENTROPY,1.33170,1.1,SELL,522280642833549,1789375019404999936,1789375316831946000
2026-09-14T08:41:56.831+00:00,ENTROPY,1.33230,11.1,BUY,783039268323426,1789375032473999872,1789375316831946000
2026-09-14T08:41:56.831+00:00,ENTROPY,1.33240,13.0,BUY,388645346996599,1789375032473999872,1789375316831946000
2026-09-14T08:41:56.831+00:00,ENTROPY,1.33270,13.0,BUY,181705843992461,1789375032473999872,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33300,13.0,BUY,518118022637996,1789375032473999872,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33330,13.0,BUY,550949619902341,1789375032473999872,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33360,13.0,BUY,385975467790744,1789375032473999872,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33370,423.9,BUY,947328103462127,1789375032473999872,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33200,61.3,SELL,955845451368356,1789375036772999936,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33190,9.5,SELL,982287715126709,1789375036772999936,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33180,12.8,SELL,1011104672348834,1789375039486000128,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33300,12.5,BUY,1119743109112594,1789375040364999936,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33310,11.9,BUY,732819606748086,1789375040364999936,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33350,12.7,BUY,706859664491358,1789375040364999936,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33370,462.9,BUY,453480144086834,1789375040364999936,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33210,11.5,SELL,294060914526259,1789375041574000128,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33200,13.0,SELL,583394991688517,1789375041574000128,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33210,10.7,SELL,1083960738955990,1789375043129999872,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33180,12.9,SELL,111283780213852,1789375043129999872,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33200,13.1,SELL,440359916969141,1789375044891000064,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33180,13.1,SELL,117579456435682,1789375044891000064,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33200,13.1,SELL,680915606265965,1789375046439000064,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33180,13.1,SELL,586183030128044,1789375046439000064,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33180,13.1,SELL,1037296216508867,1789375048182000128,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33270,8.8,BUY,795121229581911,1789375239043000064,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33200,12.2,SELL,621734394779011,1789375240659000064,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33180,11.1,SELL,294993890179372,1789375240659000064,1789375316831946000
2026-09-14T08:41:56.832+00:00,ENTROPY,1.33180,13.6,SELL,928492485181549,1789375242268999936,1789375316831946000
2026-09-14T08:42:00.313+00:00,ASTER,1.33300,6751.68,BUY,16249,1789375319100000000,1789375320313483000
2026-09-14T08:42:06.366+00:00,ASTER,1.33300,6751.68,BUY,16250,1789375325150000000,1789375326366900300
2026-09-14T08:43:06.384+00:00,ENTROPY,1.33210,9.5,BUY,543223207709769,1789375385113999872,1789375386384673900
2026-09-14T08:43:13.859+00:00,ASTER,1.33300,975.24,BUY,16251,1789375392650000000,1789375393859589000
2026-09-14T08:43:15.961+00:00,ASTER,1.33300,749.91,SELL,16252,1789375394750000000,1789375395961964400
2026-09-14T08:43:17.519+00:00,ASTER,1.33300,749.91,SELL,16253,1789375396300000000,1789375397517998100
2026-09-14T08:43:19.761+00:00,ASTER,1.33300,9.50,SELL,16254,1789375398550000000,1789375399762208700
2026-09-14T08:43:20.211+00:00,ASTER,1.33300,749.91,SELL,16255,1789375399000000000,1789375400211496200
2026-09-14T08:43:20.329+00:00,ENTROPY,1.33240,9.5,BUY,902582981633577,1789375399076000000,1789375400329219500
2026-09-14T08:43:21.955+00:00,ASTER,1.33400,749.63,SELL,16256,1789375400750000000,1789375401955698200
2026-09-14T08:43:23.308+00:00,ASTER,1.33400,749.63,SELL,16257,1789375402100000000,1789375403308948300
2026-09-14T08:43:24.704+00:00,ASTER,1.33400,749.63,SELL,16258,1789375403500000000,1789375404704890500
2026-09-14T08:43:24.958+00:00,ASTER,1.33300,215.83,SELL,16259,1789375403750000000,1789375404958211600
2026-09-14T08:43:25.901+00:00,ASTER,1.33300,750.47,BUY,16260,1789375404700000000,1789375405902069200
2026-09-14T08:43:26.948+00:00,ENTROPY,1.33190,13.9,SELL,89885354523671,1789375405732000000,1789375406948113600
2026-09-14T08:43:26.948+00:00,ENTROPY,1.33180,47.4,SELL,886626523890050,1789375405732000000,1789375406948113600
2026-09-14T08:43:27.311+00:00,ASTER,1.33300,8.94,BUY,16261,1789375406100000000,1789375407311077100
2026-09-14T08:43:27.418+00:00,ENTROPY,1.33180,13.9,SELL,338601432577457,1789375406204999936,1789375407417879100
2026-09-14T08:43:27.507+00:00,ASTER,1.33300,741.53,SELL,16262,1789375406300000000,1789375407507360400
2026-09-14T08:43:28.816+00:00,ASTER,1.33300,749.91,SELL,16263,1789375407600000000,1789375408816453800
2026-09-14T08:43:30.110+00:00,ASTER,1.33300,747.07,SELL,16264,1789375408900000000,1789375410111077700
2026-09-14T08:43:31.360+00:00,ASTER,1.33300,744.82,SELL,16265,1789375410150000000,1789375411360882900
2026-09-14T08:43:32.607+00:00,ASTER,1.33200,8.66,SELL,16266,1789375411400000000,1789375412606945900
2026-09-14T08:43:47.908+00:00,ASTER,1.33300,9.50,SELL,16267,1789375426700000000,1789375427908886900
2026-09-14T08:43:48.414+00:00,ENTROPY,1.33260,9.5,BUY,327046905096408,1789375427113999872,1789375428415160900
