ts_utc,sell_venue,buy_venue,gross_bps,net_bps,sell_bid,sell_bid_size,buy_ask,buy_ask_size,sell_ask,buy_bid,funding_sell,funding_buy,age_sell_ms,age_buy_ms
2026-09-14T08:41:56.751+00:00,HL,ASTER,-15.2440,-22.0440,1553.6,51.555,1555.97,7.28,1553.7,1555.58,0.0000062500,,0.4,45.8
2026-09-14T08:41:56.751+00:00,ASTER,HL,12.0923,5.2923,1555.58,2.7,1553.7,19.313,1555.97,1553.6,,0.0000062500,45.8,0.4
2026-09-14T08:41:56.981+00:00,HL,ENTROPY,-4.5048,-11.3048,1553.6,51.555,1554.3,0.476,1553.7,1554.0,0.0000062500,0.0000020646,0.7,0.7
2026-09-14T08:41:56.981+00:00,ENTROPY,HL,1.9306,-4.8694,1554.0,0.2173,1553.7,0.438,1554.3,1553.6,0.0000020646,0.0000062500,0.7,0.7
2026-09-14T08:41:56.981+00:00,ENTROPY,ASTER,-12.6691,-19.4691,1554.0,0.2173,1555.97,7.28,1554.3,1555.6,0.0000020646,,0.7,84.8
2026-09-14T08:41:56.981+00:00,ASTER,ENTROPY,8.3603,1.5603,1555.6,2.7,1554.3,0.476,1555.97,1554.0,,0.0000020646,84.8,0.7
2026-09-14T08:41:57.774+00:00,HL,ASTER,-14.1492,-20.9492,1553.8,0.084,1556.0,0.04,1554.0,1555.63,0.0000062500,0.0003265400,0.1,31.4
2026-09-14T08:41:57.774+00:00,ASTER,HL,10.4833,3.6833,1555.63,2.7,1554.0,61.846,1556.0,1553.8,0.0003265400,0.0000062500,31.4,0.1
2026-09-14T08:41:57.994+00:00,HL,ENTROPY,-2.5742,-9.3742,1553.7,0.863,1554.1,0.169,1553.8,1554.0,0.0000062500,0.0000020646,0.3,220.0
2026-09-14T08:41:57.994+00:00,ENTROPY,HL,1.2871,-5.5129,1554.0,0.2173,1553.8,2.433,1554.1,1553.7,0.0000020646,0.0000062500,220.0,0.3
2026-09-14T08:41:58.092+00:00,ENTROPY,ASTER,-12.8619,-19.6619,1554.0,0.2173,1556.0,0.04,1554.3,1555.63,0.0000020646,0.0003265400,0.4,349.6
2026-09-14T08:41:58.092+00:00,ASTER,ENTROPY,8.5532,1.7532,1555.63,2.7,1554.3,0.476,1556.0,1554.0,0.0003265400,0.0000020646,349.6,0.4
2026-09-14T08:41:58.842+00:00,HL,ASTER,-13.5062,-20.3062,1553.9,7.487,1556.0,0.04,1554.0,1555.45,0.0000062500,0.0003265400,239.1,0.2
2026-09-14T08:41:58.842+00:00,ASTER,HL,9.3257,2.5257,1555.45,46.52,1554.0,77.23,1556.0,1553.9,0.0003265400,0.0000062500,0.2,239.1
2026-09-14T08:41:59.151+00:00,ENTROPY,ASTER,-11.5755,-18.3755,1554.2,0.1872,1556.0,0.04,1554.3,1555.52,0.0000020646,0.0003265400,734.7,0.2
2026-09-14T08:41:59.151+00:00,ASTER,ENTROPY,7.8456,1.0456,1555.52,2.7,1554.3,0.3045,1556.0,1554.2,0.0003265400,0.0000020646,0.2,734.7
2026-09-14T08:41:59.154+00:00,HL,ENTROPY,-2.5738,-9.3738,1553.9,5.894,1554.3,0.3045,1554.0,1554.2,0.0000062500,0.0000020646,0.2,737.7
2026-09-14T08:41:59.154+00:00,ENTROPY,HL,1.2869,-5.5131,1554.2,0.1872,1554.0,77.23,1554.3,1553.9,0.0000020646,0.0000062500,737.7,0.2
2026-09-14T08:42:00.021+00:00,HL,ASTER,-15.5618,-22.3618,1553.9,55.401,1556.32,0.04,1554.3,1555.86,0.0000062500,0.0003265400,0.3,285.2
2026-09-14T08:42:00.021+00:00,ASTER,HL,10.0315,3.2315,1555.86,2.7,1554.3,19.302,1556.32,1553.9,0.0003265400,0.0000062500,285.2,0.3
2026-09-14T08:42:00.165+00:00,HL,ENTROPY,-0.6434,-7.4434,1554.2,50.484,1554.3,0.3045,1554.3,1554.2,0.0000062500,0.0000020646,0.2,144.2
2026-09-14T08:42:00.165+00:00,ENTROPY,HL,-0.6434,-7.4434,1554.2,0.353,1554.3,19.302,1554.3,1554.2,0.0000020646,0.0000062500,144.2,0.2
2026-09-14T08:42:00.313+00:00,ENTROPY,ASTER,-13.6315,-20.4315,1554.2,0.353,1556.32,0.04,1554.5,1555.87,0.0000020646,0.0003265400,0.3,257.3
2026-09-14T08:42:00.313+00:00,ASTER,ENTROPY,8.8090,2.0090,1555.87,2.7,1554.5,0.5774,1556.32,1554.2,0.0003265400,0.0000020646,257.3,0.3
2026-09-14T08:42:01.458+00:00,HL,ENTROPY,-3.2167,-10.0167,1554.2,38.546,1554.7,0.2006,1554.3,1554.4,0.0000062500,0.0000020646,662.0,0.3
2026-09-14T08:42:01.458+00:00,ENTROPY,HL,0.6433,-6.1567,1554.4,0.2293,1554.3,20.91,1554.7,1554.2,0.0000020646,0.0000062500,0.3,662.0
2026-09-14T08:42:01.458+00:00,ENTROPY,ASTER,-12.3447,-19.1447,1554.4,0.2293,1556.32,0.04,1554.7,1555.87,0.0000020646,0.0003265400,0.3,1402.1
2026-09-14T08:42:01.458+00:00,ASTER,ENTROPY,7.5226,0.7226,1555.87,2.7,1554.7,0.2006,1556.32,1554.4,0.0003265400,0.0000020646,1402.1,0.3
2026-09-14T08:42:01.912+00:00,HL,ASTER,-13.6317,-20.4317,1554.2,38.546,1556.32,0.04,1554.3,1555.97,0.0000062500,0.0003265400,1117.0,0.7
2026-09-14T08:42:01.912+00:00,ASTER,HL,10.7382,3.9382,1555.97,0.78,1554.3,20.91,1556.32,1554.2,0.0003265400,0.0000062500,0.7,1117.0
2026-09-14T08:42:02.535+00:00,HL,ENTROPY,-3.2166,-10.0166,1554.2,41.147,1554.7,0.1646,1554.3,1554.6,0.0000062500,0.0000020717,469.6,0.2
2026-09-14T08:42:02.535+00:00,ENTROPY,HL,1.9299,-4.8701,1554.6,0.2083,1554.3,19.302,1554.7,1554.2,0.0000020717,0.0000062500,0.2,469.6
2026-09-14T08:42:02.535+00:00,ENTROPY,ASTER,-11.0583,-17.8583,1554.6,0.2083,1556.32,0.04,1554.7,1555.97,0.0000020717,0.0003265400,0.2,623.3
2026-09-14T08:42:02.535+00:00,ASTER,ENTROPY,8.1651,1.3651,1555.97,0.78,1554.7,0.1646,1556.32,1554.6,0.0003265400,0.0000020717,623.3,0.2
2026-09-14T08:42:02.927+00:00,HL,ASTER,-13.6317,-20.4317,1554.2,41.147,1556.32,0.04,1554.3,1555.97,0.0000062500,0.0003265400,0.3,1015.0
2026-09-14T08:42:02.927+00:00,ASTER,HL,10.7382,3.9382,1555.97,0.78,1554.3,19.22,1556.32,1554.2,0.0003265400,0.0000062500,1015.0,0.3
2026-09-14T08:42:03.607+00:00,HL,ENTROPY,-3.2166,-10.0166,1554.2,41.147,1554.7,0.1646,1554.3,1554.6,0.0000062500,0.0000020717,0.3,205.1
2026-09-14T08:42:03.607+00:00,ENTROPY,HL,1.9299,-4.8701,1554.6,0.2552,1554.3,18.437,1554.7,1554.2,0.0000020717,0.0000062500,205.1,0.3
2026-09-14T08:42:03.652+00:00,ENTROPY,ASTER,-11.0584,-17.8584,1554.6,0.2552,1556.32,0.04,1554.7,1555.87,0.0000020717,0.0003265400,251.4,0.2
2026-09-14T08:42:03.652+00:00,ASTER,ENTROPY,7.5223,0.7223,1555.87,2.7,1554.7,0.1646,1556.32,1554.6,0.0003265400,0.0000020717,0.2,251.4
2026-09-14T08:42:03.940+00:00,HL,ASTER,-13.4391,-20.2391,1554.2,6.865,1556.29,0.24,1554.3,1555.87,0.0000062500,0.0003265400,0.3,180.1
2026-09-14T08:42:03.940+00:00,ASTER,HL,10.0954,3.2954,1555.87,2.7,1554.3,20.165,1556.29,1554.2,0.0003265400,0.0000062500,180.1,0.3
2026-09-14T08:42:04.676+00:00,HL,ENTROPY,-3.2166,-10.0166,1554.2,0.843,1554.7,0.6955,1554.3,1554.6,0.0000062500,0.0000020717,0.2,283.5
2026-09-14T08:42:04.676+00:00,ENTROPY,HL,1.9299,-4.8701,1554.6,0.0469,1554.3,20.045,1554.7,1554.2,0.0000020717,0.0000062500,283.5,0.2
2026-09-14T08:42:04.697+00:00,ENTROPY,ASTER,-10.8656,-17.6656,1554.6,0.0469,1556.29,0.2,1554.7,1555.9,0.0000020717,0.0003265400,304.7,0.1
2026-09-14T08:42:04.697+00:00,ASTER,ENTROPY,7.7152,0.9152,1555.9,2.7,1554.7,0.6955,1556.29,1554.6,0.0003265400,0.0000020717,0.1,304.7
2026-09-14T08:42:05.044+00:00,HL,ASTER,-13.5033,-20.3033,1554.2,1.808,1556.3,46.14,1554.3,1555.9,0.0000062500,0.0003265400,0.2,253.4
2026-09-14T08:42:05.044+00:00,ASTER,HL,10.2882,3.4882,1555.9,2.7,1554.3,19.08,1556.3,1554.2,0.0003265400,0.0000062500,253.4,0.2
2026-09-14T08:42:05.700+00:00,ENTROPY,ASTER,-12.2792,-19.0792,1554.6,0.3982,1556.51,3.01,1554.8,1555.97,0.0000020717,0.0003265400,195.8,0.2
2026-09-14T08:42:05.700+00:00,ASTER,ENTROPY,7.5218,0.7218,1555.97,0.78,1554.8,0.8988,1556.51,1554.6,0.0003265400,0.0000020717,0.2,195.8
